/usr/local/SCAPE/data/govdocs_selected/PDF_3322/986532.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1660/529630.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_1660/382943.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_1660/330458.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_1660/878729.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_1660/215475.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_1660/408491.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2117/396758.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_3000/672053.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1224/102244.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1867/288997.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_2256/460125.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1829/272369.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1721/234448.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2818/613232.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2818/649605.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2818/613233.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1134/086562.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_3011/683527.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_3011/681519.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_3011/685385.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2446/533033.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_3276/946513.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_2705/638177.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2705/601125.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2878/621261.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2438/530943.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_40/746725.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_40/293290.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_40/440703.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_40/303635.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_40/256846.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_40/110573.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_40/825912.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_40/427776.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_40/494474.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_40/013434.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_99/523413.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_99/635312.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_99/628824.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_99/507843.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_99/055373.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_99/943997.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_99/216078.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_99/216295.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_99/491517.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_99/672704.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1818/266813.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1056/403311.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1056/361617.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1056/071431.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1056/341427.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1056/999489.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_1056/366126.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1056/649030.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_1056/244081.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_1056/990930.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1056/835883.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2684/608489.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2684/599637.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_2684/600483.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_907/280937.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_907/051695.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1212/986070.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1212/475154.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1212/291035.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1212/987589.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1212/370869.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1212/986221.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1212/987441.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1212/985766.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1212/126320.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_1212/101183.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_19/504541.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_19/870189.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_19/602984.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_19/252296.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_19/500088.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_19/648328.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_19/905823.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_19/792420.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_19/527788.pdf,Pass
/usr/local/SCAPE/data/govdocs_selected/PDF_19/099015.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2076/373729.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2208/728896.pdf,Fail
/usr/local/SCAPE/data/govdocs_selected/PDF_2208/795857.pdf,Fail
